ID;PSM1 Lev;PSM1 Jac;PSM1 Ove;PSM3 Lev;PSM3 Jac;PSM3 Ove;PSM6 Lev;PSM6 Jac;PSM6 Ove;PSM11 Lev;PSM11 Jac;PSM11 Ove;PSM12 Lev;PSM12 Jac;PSM12 Ove
v48;1525;0.12015503875968993;0.7045454545454546;1525;0.12015503875968993;0.7045454545454546;1557;0.10507246376811594;0.6590909090909091;1851;0.09508196721311475;0.6590909090909091;1843;0.09602649006622517;0.6590909090909091
v49;541;0.07692307692307693;0.5333333333333333;541;0.07692307692307693;0.5333333333333333;687;0.10344827586206896;1.0;638;0.1;0.7333333333333333;629;0.102803738317757;0.7333333333333333
v50;628;0.125;0.6956521739130435;628;0.125;0.6956521739130435;711;0.11038961038961038;0.7391304347826086;741;0.08333333333333333;0.5217391304347826;775;0.10135135135135136;0.6521739130434783
v51;417;0.08;0.34782608695652173;417;0.08;0.34782608695652173;598;0.05844155844155844;0.391304347826087;476;0.07407407407407407;0.34782608695652173;453;0.07920792079207921;0.34782608695652173
v52;2280;0.07122507122507123;0.8333333333333334;2280;0.07122507122507123;0.8333333333333334;2248;0.0659025787965616;0.7666666666666667;2406;0.059431524547803614;0.7666666666666667;2521;0.055825242718446605;0.7666666666666667
v53;239;0.1;0.38461538461538464;239;0.1;0.38461538461538464;388;0.045871559633027525;0.38461538461538464;329;0.06493506493506493;0.38461538461538464;329;0.06329113924050633;0.38461538461538464
v54;363;0.2236842105263158;0.6296296296296297;363;0.2236842105263158;0.6296296296296297;497;0.152;0.7037037037037037;451;0.1346153846153846;0.5185185185185185;435;0.15306122448979592;0.5555555555555556
v55;242;0.02631578947368421;0.058823529411764705;242;0.02631578947368421;0.058823529411764705;720;0.10714285714285714;0.6176470588235294;499;0.09022556390977443;0.35294117647058826;483;0.1015625;0.38235294117647056
v56;293;0.0;0.0;293;0.0;0.0;931;0.0;0.0;301;0.0;0.0;270;0.0;0.0
v57;576;0.0625;0.8333333333333334;576;0.0625;0.8333333333333334;556;0.05102040816326531;0.8333333333333334;688;0.053763440860215055;0.8333333333333334;695;0.05319148936170213;0.8333333333333334
v58;854;0.064;0.5333333333333333;854;0.064;0.5333333333333333;1105;0.05319148936170213;0.6666666666666666;1020;0.036585365853658534;0.4;954;0.040268456375838924;0.4
v59;239;0.26666666666666666;0.6956521739130435;239;0.26666666666666666;0.6956521739130435;814;0.07772020725388601;0.6521739130434783;680;0.12605042016806722;0.6521739130434783;702;0.12096774193548387;0.6521739130434783
v60;77;0.5161290322580645;0.8;77;0.5161290322580645;0.8;394;0.16666666666666666;0.85;276;0.23076923076923078;0.75;277;0.22727272727272727;0.75
v61;383;0.023809523809523808;0.05454545454545454;383;0.023809523809523808;0.05454545454545454;488;0.019736842105263157;0.05454545454545454;590;0.10526315789473684;0.2909090909090909;590;0.058823529411764705;0.18181818181818182
v62;995;0.12442396313364056;0.4909090909090909;995;0.12442396313364056;0.4909090909090909;989;0.0944206008583691;0.4;925;0.09345794392523364;0.36363636363636365;938;0.09174311926605505;0.36363636363636365
v63;95;0.0;0.0;95;0.0;0.0;1197;0.015037593984962405;0.23529411764705882;484;0.01694915254237288;0.11764705882352941;414;0.009615384615384616;0.058823529411764705
v64;590;0.017543859649122806;0.2;590;0.017543859649122806;0.2;1300;0.007380073800738007;0.2;942;0.012269938650306749;0.2;939;0.0125;0.2
v65;144;0.058823529411764705;0.18181818181818182;117;0.058823529411764705;0.18181818181818182;5471;0.00110803324099723;0.18181818181818182;1339;0.014749262536873156;0.45454545454545453;1312;0.009345794392523364;0.2727272727272727
v66;99;0.0;0.0;99;0.0;0.0;3899;0.0030581039755351682;0.23076923076923078;1630;0.018421052631578946;0.5384615384615384;1574;0.021505376344086023;0.6153846153846154
v67;58;0;0;58;0;0;713;0.0;0.0;231;0.0;0.0;199;0.0;0.0
v68;823;0.023809523809523808;0.5;823;0.023809523809523808;0.5;737;0.046296296296296294;0.8333333333333334;881;0.02158273381294964;0.5;885;0.02158273381294964;0.5
v69;402;0.0;0.0;402;0.0;0.0;1658;0.021367521367521368;0.23809523809523808;952;0.006920415224913495;0.047619047619047616;910;0.007272727272727273;0.047619047619047616
v70;36;0.42857142857142855;1.0;1944;0.0033444816053511705;0.3333333333333333;2187;0.002976190476190476;0.3333333333333333;75;0.16666666666666666;1.0;69;0.17647058823529413;1.0
v71;744;0.0;0.0;744;0.0;0.0;881;0.0;0.0;849;0.0;0.0;830;0.0;0.0
v72;639;0.17647058823529413;0.8;639;0.17647058823529413;0.8;984;0.11403508771929824;0.8666666666666667;1009;0.116751269035533;0.7666666666666667;968;0.1076923076923077;0.7
v73;625;0.13114754098360656;0.8888888888888888;625;0.13114754098360656;0.8888888888888888;793;0.08620689655172414;0.8333333333333334;800;0.08695652173913043;0.7777777777777778;801;0.08695652173913043;0.7777777777777778
v74;521;0.19166666666666668;0.92;521;0.19166666666666668;0.92;488;0.1826086956521739;0.84;680;0.11188811188811189;0.64;719;0.11258278145695365;0.68
v75;515;0.13709677419354838;0.5666666666666667;515;0.13709677419354838;0.5666666666666667;653;0.0949367088607595;0.5;713;0.13924050632911392;0.7333333333333333;713;0.13836477987421383;0.7333333333333333
v76;177;0.14754098360655737;0.3333333333333333;177;0.14754098360655737;0.3333333333333333;316;0.24705882352941178;0.7777777777777778;420;0.12380952380952381;0.48148148148148145;398;0.11764705882352941;0.4444444444444444
v77;124;0;0;124;0;0;121;0.0;0.0;117;0.0;0.0;115;0.0;0.0
v78;2168;0.010752688172043012;0.4;2168;0.010752688172043012;0.4;2136;0.026706231454005934;0.9;2127;0.020958083832335328;0.7;2172;0.022535211267605635;0.8
v79;128;0.0;0.0;113;0.0;0.0;4892;0.0018467220683287165;0.2857142857142857;2651;0.0;0.0;2961;0.0;0.0
v80;1046;0.07643312101910828;0.6666666666666666;1046;0.07643312101910828;0.6666666666666666;1100;0.06417112299465241;0.6666666666666666;1228;0.09195402298850575;0.8888888888888888;1235;0.09248554913294797;0.8888888888888888
v81;588;0.09482758620689655;0.6875;588;0.09482758620689655;0.6875;850;0.025477707006369428;0.25;843;0.06493506493506493;0.625;871;0.06060606060606061;0.625
v82;1069;0.08771929824561403;0.75;1069;0.08771929824561403;0.75;1076;0.0546448087431694;0.5;1291;0.05687203791469194;0.6;1260;0.06;0.6
v83;132;0.0;0.0;132;0.0;0.0;1282;0.06341463414634146;0.5909090909090909;1189;0.023474178403755867;0.22727272727272727;1153;0.024390243902439025;0.22727272727272727
v84;137;0.0;0.0;140;0;0;6525;0.0005431830526887561;0.05555555555555555;3290;0.0;0.0;4532;0.0;0.0
v85;1450;0.0625;0.8;1450;0.0625;0.8;1710;0.04807692307692308;0.75;1551;0.0546875;0.7;1543;0.05511811023622047;0.7
v86;61;0.0;0.0;48;0.0;0.0;8258;0.0;0.0;3321;0.0012674271229404308;0.125;5060;0.0;0.0
v87;2169;0.07219251336898395;0.9;2169;0.07219251336898395;0.9;2237;0.06352941176470588;0.9;2085;0.07894736842105263;0.9;2088;0.07803468208092486;0.9
v88;100;0.0;0.0;100;0.0;0.0;808;0.046242774566473986;0.6666666666666666;541;0.009174311926605505;0.08333333333333333;519;0.009433962264150943;0.08333333333333333
v89;616;0.05263157894736842;0.5;616;0.05263157894736842;0.5;969;0.03333333333333333;0.5833333333333334;860;0.023809523809523808;0.3333333333333333;751;0.027210884353741496;0.3333333333333333
v90;301;0;0;301;0;0;654;0.0;0.0;258;0.0;0.0;263;0.0;0.0
v91;707;0.04225352112676056;0.6;707;0.04225352112676056;0.6;1211;0.0196078431372549;0.5;773;0.03870967741935484;0.6;747;0.04697986577181208;0.7
v92;927;0.00625;0.07692307692307693;927;0.00625;0.07692307692307693;913;0.005291005291005291;0.07692307692307693;942;0.006369426751592357;0.07692307692307693;948;0.0064516129032258064;0.07692307692307693
v93;558;0.21904761904761905;0.8214285714285714;558;0.21904761904761905;0.8214285714285714;736;0.1437908496732026;0.7857142857142857;706;0.168;0.75;697;0.1693548387096774;0.75
v94;320;0;0;320;0;0;2051;0.0;0.0;531;0.005813953488372093;0.027777777777777776;335;0.0;0.0
v95;2113;0.07936507936507936;0.6944444444444444;2113;0.07936507936507936;0.6944444444444444;2444;0.06596306068601583;0.6944444444444444;2384;0.07164179104477612;0.6666666666666666;2353;0.0736196319018405;0.6666666666666666
v96;689;0.014492753623188406;0.1111111111111111;689;0.014492753623188406;0.1111111111111111;1961;0.028391167192429023;0.5;1123;0.004291845493562232;0.05555555555555555;1124;0.004016064257028112;0.05555555555555555
v97;1358;0.09345794392523364;0.6896551724137931;1358;0.09345794392523364;0.6896551724137931;1408;0.09251101321585903;0.7241379310344828;1440;0.08225108225108226;0.6551724137931034;1427;0.08333333333333333;0.6551724137931034
v98;1134;0.14201183431952663;0.8275862068965517;1134;0.14201183431952663;0.8275862068965517;1214;0.12;0.8275862068965517;1246;0.10628019323671498;0.7586206896551724;1234;0.1073170731707317;0.7586206896551724
v99;261;0.0;0.0;261;0.0;0.0;1482;0.013289036544850499;0.14285714285714285;529;0.0;0.0;368;0.0;0.0
v100;958;0.1568627450980392;0.7741935483870968;958;0.1568627450980392;0.7741935483870968;1498;0.09411764705882353;0.7741935483870968;1546;0.09465020576131687;0.7419354838709677;1531;0.09623430962343096;0.7419354838709677
