ID;original Lev;original Jac;original Ove; B&W Lev;B&W Jac;B&W Ove;GS Lev;GS Jac;GS Ove;GS noise remove Lev;GS noise remove Jac;GS noise remove Ove;BG remove Lev;BG remove Jac;BG remove Ove;BG remove + BW Lev;BG remove + BW Jac;BG remove + BW Ove;BG remove + GS Lev;BG remove + GS Jac;BG remove + GS Ove;Noise remove Lev;Noise remove Jac;Noise remove Ove
v84;6525;0.0005431830526887561;0.05555555555555555;3782;0.0;0.0;871;0.09302325581395349;0.8888888888888888;1021;0.08839779005524862;0.8888888888888888;762;0.08333333333333333;0.6666666666666666;687;0.128;0.8888888888888888;670;0.09375;0.6666666666666666;2481;0.0;0.0
v85;1710;0.04807692307692308;0.75;1362;0.03474903474903475;0.45;1544;0.04482758620689655;0.65;1644;0.05423728813559322;0.8;1592;0.046263345195729534;0.65;1561;0.057971014492753624;0.8;1589;0.046263345195729534;0.65;1598;0.05172413793103448;0.75
v86;8258;0.0;0.0;5785;0.0;0.0;1354;0.024489795918367346;0.75;1109;0.034482758620689655;0.75;846;0.04487179487179487;0.875;1234;0.037209302325581395;1.0;1244;0.036036036036036036;1.0;5178;0.0;0.0
v87;2237;0.06352941176470588;0.9;2046;0.04608294930875576;0.6666666666666666;2378;0.04086021505376344;0.6333333333333333;2073;0.06267029972752043;0.7666666666666667;1366;0.0;0.0;1366;0.0;0.0;1452;0.0;0.0;2059;0.06;0.8
v88;808;0.046242774566473986;0.6666666666666666;779;0.048484848484848485;0.6666666666666666;693;0.047619047619047616;0.5833333333333334;698;0.0364963503649635;0.4166666666666667;750;0.026490066225165563;0.3333333333333333;738;0.041379310344827586;0.5;739;0.02666666666666667;0.3333333333333333;663;0.06349206349206349;0.6666666666666666
v89;969;0.03333333333333333;0.5833333333333334;838;0.0374331550802139;0.5833333333333334;735;0.03773584905660377;0.5;738;0.05673758865248227;0.6666666666666666;809;0.023121387283236993;0.3333333333333333;754;0.018633540372670808;0.25;805;0.022857142857142857;0.3333333333333333;757;0.06164383561643835;0.75
v90;654;0.0;0.0;2168;0.0013192612137203166;0.030303030303030304;1434;0.038901601830663615;0.5151515151515151;201;0.24390243902439024;0.6060606060606061;474;0.010582010582010581;0.06060606060606061;306;0.15315315315315314;0.5151515151515151;287;0.16666666666666666;0.5454545454545454;282;0.0;0.0
v91;1211;0.0196078431372549;0.5;963;0.021929824561403508;0.5;1103;0.030303030303030304;0.7;1066;0.02304147465437788;0.5;1084;0.025;0.6;1260;0.01968503937007874;0.5;1087;0.020833333333333332;0.5;976;0.028708133971291867;0.6
v92;913;0.005291005291005291;0.07692307692307693;907;0.005208333333333333;0.07692307692307693;871;0.00558659217877095;0.07692307692307693;926;0.0058823529411764705;0.07692307692307693;1061;0.005208333333333333;0.07692307692307693;1044;0.004784688995215311;0.07692307692307693;1092;0.004608294930875576;0.07692307692307693;919;0.006289308176100629;0.07692307692307693
v93;736;0.1437908496732026;0.7857142857142857;725;0.0915032679738562;0.5;724;0.1437908496732026;0.7857142857142857;701;0.15602836879432624;0.7857142857142857;707;0.11486486486486487;0.6071428571428571;760;0.10365853658536585;0.6071428571428571;721;0.11038961038961038;0.6071428571428571;709;0.1597222222222222;0.8214285714285714
v94;2051;0.0;0.0;1902;0.07407407407407407;0.5555555555555556;1885;0.10236220472440945;0.7222222222222222;1875;0.10358565737051793;0.7222222222222222;1829;0.10358565737051793;0.7222222222222222;1813;0.10546875;0.75;1842;0.10196078431372549;0.7222222222222222;1872;0.10546875;0.75
v95;2444;0.06596306068601583;0.6944444444444444;2464;0.06349206349206349;0.6666666666666666;2237;0.05277777777777778;0.5277777777777778;2372;0.06887052341597796;0.6944444444444444;2525;0.04187192118226601;0.4722222222222222;2292;0.061046511627906974;0.5833333333333334;2520;0.04207920792079208;0.4722222222222222;2310;0.031413612565445025;0.3333333333333333
v96;1961;0.028391167192429023;0.5;1752;0.06666666666666667;0.8888888888888888;1964;0.0622568093385214;0.8888888888888888;1882;0.06201550387596899;0.8888888888888888;650;0.00847457627118644;0.05555555555555555;1410;0.0028089887640449437;0.05555555555555555;1858;0.0625;0.8888888888888888;160;0.0;0.0
v97;1408;0.09251101321585903;0.7241379310344828;6110;0.0;0.0;1392;0.0881057268722467;0.6896551724137931;1407;0.09170305676855896;0.7241379310344828;3526;0.0;0.0;3937;0.0;0.0;3530;0.0;0.0;1385;0.08733624454148471;0.6896551724137931
v98;1214;0.12;0.8275862068965517;1159;0.12886597938144329;0.8620689655172413;1163;0.125;0.8275862068965517;1168;0.12698412698412698;0.8275862068965517;1216;0.1201923076923077;0.8620689655172413;1188;0.09900990099009901;0.6896551724137931;1219;0.1141552511415525;0.8620689655172413;1163;0.12244897959183673;0.8275862068965517
v99;1482;0.013289036544850499;0.14285714285714285;2943;0.058695652173913045;0.9642857142857143;2897;0.05934065934065934;0.9642857142857143;2800;0.06553398058252427;0.9642857142857143;2501;0.043478260869565216;0.7142857142857143;2433;0.036637931034482756;0.6071428571428571;2495;0.0425531914893617;0.7142857142857143;251;0.0;0.0
v100;1498;0.09411764705882353;0.7741935483870968;1855;0.08108108108108109;0.7741935483870968;1769;0.06597222222222222;0.6129032258064516;1762;0.08275862068965517;0.7741935483870968;1928;0.07973421926910298;0.7741935483870968;1859;0.08710801393728224;0.8064516129032258;1925;0.07973421926910298;0.7741935483870968;1464;0.0975609756097561;0.7741935483870968
